timestamp,p_inlet,p_mid_1,p_mid_2,p_mid_3,p_outlet
2026-03-01 00:00:00,1200.2386646301807,1000.0439692916177,801.5336801000527,8.684864458699508,
2026-03-01 00:00:01,1197.0425047996018,1001.0817608900701,801.3915053569162,8.711291349064656,398.4346789641398
2026-03-01 00:00:02,1203.2441198413637,999.820637935316,799.2078220911583,8.728097421693105,396.3593682428232
2026-03-01 00:00:03,1200.134225470372,998.9166844090438,797.1772837755649,8.70504520299793,402.2134417588308
2026-03-01 00:00:04,1200.4065295336682,998.1236067484705,801.7199151330113,8.67933121450397,399.38179185283985
2026-03-01 00:00:05,1198.654398650784,1000.9105717881812,799.1675013880892,8.68990544184286,400.694475390065
2026-03-01 00:00:06,1198.2474643222945,998.6342617548681,794.6083531463635,8.68537361233769,398.2961465680106
2026-03-01 00:00:07,1198.6561564764504,997.6823948660681,800.8209912116832,8.711262659582625,400.0385706397084
2026-03-01 00:00:08,1200.4994446089281,1000.6409705374185,795.823670914072,8.7041024836539,399.7899698978319
2026-03-01 00:00:09,1700.658418147542,1001.4445146457915,801.1366030741137,8.679016021686753,397.830976444046
2026-03-01 00:00:10,1201.0393252082013,997.4631181690879,797.5198902725417,8.697249639751133,399.17929913975547
2026-03-01 00:00:11,1198.0845628209318,1000.203808560095,800.8922111032855,8.726805701601009,405.0488040553662
2026-03-01 00:00:12,1198.3269158872024,1002.1303196914654,802.5762088995801,8.720362721389094,400.09841331740114
2026-03-01 00:00:13,1201.8915466944397,1000.2272978260635,800.5402316052373,8.67222300062823,396.91297017683934
2026-03-01 00:00:14,1202.2705555267703,1002.3722045660019,802.9046721616023,8.66466279866003,399.2650230902756
2026-03-01 00:00:15,1200.6848105691731,999.1246462199482,798.5103206630047,8.651992854227288,398.97174301508613
2026-03-01 00:00:16,1199.9444668331519,998.1891700851899,797.2170512173982,8.7121853870549,400.1900334207481
2026-03-01 00:00:17,1200.1046893970736,998.9166169362338,801.31417174137,8.713481754451168,401.65908204802037
2026-03-01 00:00:18,1200.6045068607266,1000.1952185097988,799.4945217796663,8.764021591783399,398.6617660348474
2026-03-01 00:00:19,1200.692213968252,1003.0769213737655,,8.69240083916551,400.2568521360667
2026-03-01 00:00:20,1198.345437042411,1000.1935324961406,803.5571553325493,8.704437840613227,400.55804149187026
2026-03-01 00:00:21,1202.0077000740987,1003.0765513592802,799.9601204883132,8.703832626276723,397.24961615220667
2026-03-01 00:00:22,1199.2410458336724,998.6637717148843,799.8837482527985,8.706632122016682,399.25098786131554
2026-03-01 00:00:23,1200.0102332694355,998.1955024129198,797.8342242202663,8.703106492114562,396.7160615202231
2026-03-01 00:00:24,1198.109111614091,1000.5265712401256,797.4826452437562,8.671254802379014,399.8347782906127
2026-03-01 00:00:25,1196.838518444517,999.973525223575,802.4344218340526,8.686097332494722,400.0701138645496
2026-03-01 00:00:26,1199.6141193744918,1003.3790281419507,800.1987647649141,8.689862725745279,402.13369554157146
2026-03-01 00:00:27,1199.9334307212769,999.2713560442309,798.4585189465654,8.742954164479956,401.59091140754174
2026-03-01 00:00:28,1199.7874417890569,1000.7945368187209,796.2329813331038,8.730775924696298,399.4968106130806
2026-03-01 00:00:29,1200.5621901292382,999.3165758170097,798.5487880127461,8.710556683777076,402.9178220044337
2026-03-01 00:00:30,1198.340588858145,997.48179425754,798.1648003112028,8.741028921349749,397.3478608224982
2026-03-01 00:00:31,1198.9485603064359,,799.167046864606,8.755418482253276,400.64897052264376
2026-03-01 00:00:32,1200.2022853681135,1000.340203480083,798.4969930878914,8.709677879612666,401.1226122155959
2026-03-01 00:00:33,1199.5111435799217,1002.0260064568289,798.4197188894566,8.74994077598273,401.12377103483385
2026-03-01 00:00:34,1202.606806090034,999.0202893325373,802.746193937379,8.689828990407776,400.47901071639467
2026-03-01 00:00:35,1204.1152201462041,998.9584032955573,799.6723758930865,8.677016651630149,396.91508060446347
2026-03-01 00:00:36,1200.8532821565218,998.6988028819056,800.4145361859881,8.703518754881792,399.8115400667218
2026-03-01 00:00:37,1195.3878071289275,999.7992182025588,803.5877230540494,8.72418468887898,398.6257879602809
2026-03-01 00:00:38,1196.7574404265893,997.8601212534455,800.0792771251034,8.71836168803218,401.8142668481448
2026-03-01 00:00:39,1198.4308177618836,1000.237707140896,800.191392684095,8.669275130560779,402.65968839215384
2026-03-01 00:00:40,1200.5102301204408,994.9485873342095,800.1207720597627,8.718183533199756,400.1034962442717
2026-03-01 00:00:41,1197.237705642172,998.1534069020212,799.1690658959412,8.728766427228718,403.14923851052464
2026-03-01 00:00:42,1198.83561238994,997.061127868285,800.8372050482375,8.701425331662467,400.6246233868449
2026-03-01 00:00:43,1199.9092630060777,1003.1798731470898,800.0156895981157,8.673742052662258,397.7075241096097
2026-03-01 00:00:44,1200.9864635391689,997.7600050736442,803.0268155901138,8.689432484520307,399.4723744724492
2026-03-01 00:00:45,1200.71580717387,999.7593821745031,799.09471285963,8.686693863763969,402.73091303752136
2026-03-01 00:00:46,1200.0015614819872,1000.5710217027168,,8.728970461206957,399.03397487725556
2026-03-01 00:00:47,1198.28169687393,999.7310770177347,799.8731626992737,8.7307504781255,401.8414746551918
2026-03-01 00:00:48,1201.5312418866326,1000.6595490948756,797.2034184227593,8.709552666090513,397.54576404993554
2026-03-01 00:00:49,1200.7714646862114,1000.0511517104917,803.0369654597176,8.66855523977708,399.8118828515448
2026-03-01 00:00:50,1198.6326704909739,1000.3330310022126,800.1155997568271,8.743525315475672,404.85203956537083
2026-03-01 00:00:51,1200.3503620570252,1003.7499270807426,801.7169259240738,8.721412250898114,400.3121051151335
