timestamp,flow_rate_inlet,flow_rate_outlet
2026-03-01 00:00:00,49.70438359224321,50.947016518526496
2026-03-01 00:00:01,49.65880527643492,49.954840285024325
2026-03-01 00:00:02,50.14355423717358,48.28224523521798
2026-03-01 00:00:03,50.803766818080405,48.01405347407494
2026-03-01 00:00:04,49.90099102862191,48.59134651767931
2026-03-01 00:00:05,49.882713659502315,48.95480166827089
2026-03-01 00:00:06,50.128883007610064,48.41445249242549
2026-03-01 00:00:07,49.62803765129626,48.10562155554678
2026-03-01 00:00:08,50.53636604746166,48.697710357487104
2026-03-01 00:00:09,50.1511330119402,48.99546926368581
2026-03-01 00:00:10,49.940079608351155,49.227213160296905
2026-03-01 00:00:11,49.84505665414499,48.3165688140308
2026-03-01 00:00:12,49.0259607755645,48.75660187371953
2026-03-01 00:00:13,50.01989565680298,47.955191347310354
2026-03-01 00:00:14,49.468012434853634,48.63863104896878
2026-03-01 00:00:15,49.567564601225904,48.18161300094555
2026-03-01 00:00:16,49.95113184323028,48.77380572945404
2026-03-01 00:00:17,50.466058582104594,47.911595133733556
2026-03-01 00:00:18,50.156505085331766,49.516891063993164
2026-03-01 00:00:19,50.08083821310445,48.71306144566018
2026-03-01 00:00:20,49.135069103075054,49.118465649194924
2026-03-01 00:00:21,49.83057703779337,50.50496372861131
2026-03-01 00:00:22,51.023234298918126,49.3700424458933
2026-03-01 00:00:23,50.533726943430445,49.654304885135204
2026-03-01 00:00:24,50.28498703878875,48.55975263351042
2026-03-01 00:00:25,49.571153312649,49.64305504764967
2026-03-01 00:00:26,50.05059405395081,48.6057189787821
2026-03-01 00:00:27,49.74269759649024,48.98493480442305
2026-03-01 00:00:28,50.218663260601524,49.81557663702506
2026-03-01 00:00:29,49.91679638773586,48.74042541438303
2026-03-01 00:00:30,49.524351864642064,49.154812671579016
2026-03-01 00:00:31,50.374986042135156,48.662728319931304
2026-03-01 00:00:32,49.688382656650056,48.98305072452966
2026-03-01 00:00:33,50.53587092880224,49.419108155452875
2026-03-01 00:00:34,49.83163905051713,49.60118685252727
2026-03-01 00:00:35,49.70411721025887,49.92912305490221
2026-03-01 00:00:36,49.399240744402555,49.19251464295609
2026-03-01 00:00:37,49.52494945669231,48.99303986906364
2026-03-01 00:00:38,49.57973609724805,49.26387927083757
2026-03-01 00:00:39,50.890358975364116,49.58762414756127
2026-03-01 00:00:40,49.2838776251223,49.95592571265996
2026-03-01 00:00:41,50.20303011332523,50.31055909373864
2026-03-01 00:00:42,49.48540062894932,48.90207728732744
2026-03-01 00:00:43,50.57446461566556,48.16820616890408
2026-03-01 00:00:44,49.70268372768532,50.20037624534683
2026-03-01 00:00:45,49.73561476900342,51.18955185780785
2026-03-01 00:00:46,49.12470061873568,49.5975149242678
2026-03-01 00:00:47,50.27392337214613,48.38111325112423
2026-03-01 00:00:48,49.491364321820996,49.922070731850766
2026-03-01 00:00:49,50.33763174992484,47.45768572432067
2026-03-01 00:00:50,49.48625531503075,49.511806742095416
2026-03-01 00:00:51,50.004562785711215,48.266341559591126
2026-03-01 00:00:52,50.05335459259588,48.81670392047522
2026-03-01 00:00:53,49.73573684889738,49.67414637933689
2026-03-01 00:00:54,50.12012997925117,49.51501609237938
2026-03-01 00:00:55,49.931220233407885,48.97383180344107
2026-03-01 00:00:56,49.79003427524124,49.657187273953326
2026-03-01 00:00:57,50.28989461889438,48.70702381242561
2026-03-01 00:00:58,50.87418805731409,48.90639541469412
2026-03-01 00:00:59,50.21229778547595,49.64120609694656
2026-03-01 00:01:00,50.32007339724122,49.35082848249058
2026-03-01 00:01:01,49.64287489833143,49.17365253440001
2026-03-01 00:01:02,50.079048406827134,49.16638984490504
2026-03-01 00:01:03,50.21247911743707,48.695041419429174
2026-03-01 00:01:04,50.29323262992417,49.6046050332718
2026-03-01 00:01:05,50.23387639645333,49.71649465934233
2026-03-01 00:01:06,48.51398086630445,48.08445227153061
2026-03-01 00:01:07,50.36924079578321,49.6628456235981
2026-03-01 00:01:08,49.235137221294714,48.49976451587131
2026-03-01 00:01:09,50.29949328219482,48.447640790197745
2026-03-01 00:01:10,50.193310117709665,48.89814693111159
2026-03-01 00:01:11,49.254086118909,49.67324821413143
2026-03-01 00:01:12,49.95779331269396,49.19827460628306
2026-03-01 00:01:13,50.39919821561996,49.01743051345315
2026-03-01 00:01:14,50.58654148599812,47.5800818401246
2026-03-01 00:01:15,50.09850592962705,50.0949410797097
2026-03-01 00:01:16,50.048084745010705,48.7575868710128
2026-03-01 00:01:17,49.73578311139322,
2026-03-01 00:01:18,51.327839402210806,49.04928982012307
2026-03-01 00:01:19,50.02249757047868,47.41720424746419
2026-03-01 00:01:20,50.06608288951987,47.93335337874026
2026-03-01 00:01:21,49.49125738175751,49.043917899353225
2026-03-01 00:01:22,50.7308608035127,49.22791861354544
2026-03-01 00:01:23,50.378613750839726,48.81597064896763
2026-03-01 00:01:24,50.18607387768705,49.187393649506724
2026-03-01 00:01:25,49.2930825223654,49.52384273713552
2026-03-01 00:01:26,49.954105607632385,48.776749640660114
2026-03-01 00:01:27,49.72320636817584,49.33365047714972
2026-03-01 00:01:28,50.33059527841128,48.91853597962416
2026-03-01 00:01:29,50.01454020928967,48.81971054667108
2026-03-01 00:01:30,49.51413792919348,48.839164342263146
2026-03-01 00:01:31,49.776287794961796,47.47234514594242
2026-03-01 00:01:32,49.97944408199647,47.20520636369561
2026-03-01 00:01:33,50.06172149330812,48.04097911705081
2026-03-01 00:01:34,49.77023081428612,48.39010700932714
